time,ride_id,segment_id,elevation,latitude,longitude,ambient_temp_C,heart_rate_bpm,cadence_rpm,is_original_row,elapsed_time,delta_time,delta_dist_ft,heading,speed,speed_saturated,is_cruising,delta_ele_ft,grade,grade_saturated,elapsed_ascent,elapsed_descent,elapsed_elevation,filt_ambient_temp_C,filt_heart_rate_bpm,filt_cadence_rpm,filt_speed,filt_speed_saturated,filt_grade,filt_grade_saturated,inst_power
2021-03-16 22:04:42+00:00,0x60512b7a,0.0,881.6047,40.067824,-83.128076,,,,True,1.0,1.0,0.0,,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.3404083405599754,1.3404083405599754,-0.6184038484135136,-0.6184038484135136,0.0
2021-03-16 22:04:43+00:00,0x60512b7a,0.0,881.6047,40.06782,-83.1280725,,,,,2.0,1.0,1.7562002448839105,311.1859250648326,1.1974092578753934,1.1974092578753934,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.7663504561713197,1.7663504561713197,-0.6533088067904143,-0.6533088067904143,0.0
2021-03-16 22:04:44+00:00,0x60512b7a,0.0,881.6047,40.067816,-83.128069,,,,True,3.0,1.0,1.7562002788340036,311.1859252305592,1.1974092810231844,1.1974092810231844,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.248480008936393,2.248480008936393,-0.6051412879206016,-0.6051412879206016,0.0
2021-03-16 22:04:45+00:00,0x60512b7a,0.0,880.9485000000001,40.067807,-83.128042,,,,True,4.0,1.0,8.22202721734167,341.56505118160146,5.605927648187502,5.605927648187502,False,-0.6561999999998989,-7.981000094670815,-7.981000094670815,0.0,0.6561999999998989,0.6561999999998989,,,,2.766293809437102,2.766293809437102,-0.4693562212934836,-0.4693562212934836,0.9241374850017418
2021-03-16 22:04:46+00:00,0x60512b7a,0.0,880.9485000000001,40.067804,-83.128012,,,,True,5.0,1.0,8.446766691088616,354.2894068625004,5.75915910756042,5.75915910756042,False,0.0,0.0,0.0,0.0,0.6561999999998989,0.6561999999998989,,,,3.284923743583008,3.284923743583008,-0.2592451953007118,-0.2592451953007118,4.6369091267710045
2021-03-16 22:04:47+00:00,0x60512b7a,0.0,880.9485000000001,40.0678065,-83.128006,,,,,6.0,1.0,1.9073036547467288,22.61986495767619,1.300434310054588,1.300434310054588,False,0.0,0.0,0.0,0.0,0.6561999999998989,0.6561999999998989,,,,3.76079376854232,3.76079376854232,0.0046246589039423,0.0046246589039423,10.343309382729734
2021-03-16 22:04:48+00:00,0x60512b7a,0.0,880.9485000000001,40.067809,-83.128,,,,True,7.0,1.0,1.907303598533732,22.61986489986161,1.3004342717275446,1.3004342717275446,False,0.0,0.0,0.0,0.0,0.6561999999998989,0.6561999999998989,,,,4.152348186948858,4.152348186948858,0.2964239215015473,0.2964239215015473,17.505137767777185
2021-03-16 22:04:49+00:00,0x60512b7a,0.0,880.9485000000001,40.067815,-83.127989,,,,True,8.0,1.0,3.771270194641077,28.61045968930279,2.57132058725528,2.57132058725528,False,0.0,0.0,0.0,0.0,0.6561999999998989,0.6561999999998989,,,,4.424119408226426,4.424119408226426,0.5875892475840392,0.5875892475840392,25.036935945767127
2021-03-16 22:04:50+00:00,0x60512b7a,0.0,880.9485000000001,40.067827,-83.127929,,,,True,9.0,1.0,17.313720664470402,11.309932471410528,11.804809543957091,11.804809543957091,True,0.0,0.0,0.0,0.0,0.6561999999998989,0.6561999999998989,,,,4.552248869012547,4.552248869012547,0.8496193463663483,0.8496193463663483,31.56914358857586
2021-03-16 22:04:51+00:00,0x60512b7a,0.0,881.6047,40.067838,-83.127894,,,,True,10.0,1.0,10.563413126339894,17.44718842570188,7.202327131595382,7.202327131595382,True,0.6561999999998989,6.212007351711566,6.212007351711566,0.6561999999998989,0.6561999999998989,1.3123999999997975,,,,4.526822475559412,4.526822475559412,1.0568648861086118,1.0568648861086118,35.83285318579153
2021-03-16 22:04:52+00:00,0x60512b7a,0.0,881.9327999999999,40.067851000000005,-83.127868,,,,,11.0,1.0,8.670780136998614,26.56505118960448,5.9118955479536,5.9118955479536,True,0.3280999999999494,3.783973239039147,3.783973239039147,0.9842999999998484,0.6561999999998989,1.6404999999997472,,,,4.35294766759471,4.35294766759471,1.1890392294162753,1.1890392294162753,37.02978226175923
